Dec 31 23:59:59 000 vArmour va_syslog: [Chassis(vArmour):Device(4):VA_APP_ANET_RTLOG] sip=44.1.1.54 sport=47298 dip=44.1.1.55 dport=22 proto=6 c2s-pkts=10 s2c-pkts=11 sess-close-reason=policy-permit c2s-bytes=1849 s2c-bytes=1809 sintf=xe-4/0/4 dintf=xe-4/0/5
Dec 31 23:59:59 000 vArmour va_syslog: [Chassis(vArmour):Device(4):VA_APP_ANET_RTLOG] sip=44.1.1.55 sport=35813 dip=44.1.1.54 dport=23 proto=6 c2s-pkts=0 s2c-pkts=0 sess-close-reason=policy-deny c2s-bytes=0 s2c-bytes=0 sintf=xe-4/0/5 dintf=xe-4/0/4

May 20 12:58:07 000 vArmour va_syslog: [Chassis(vArmour):Device(4):VA_APP_ANET_RTLOG] sip=44.1.1.54 sport=47298 dip=44.1.1.55 dport=22 proto=6 c2s-pkts=10 s2c-pkts=11 sess-close-reason=policy-permit c2s-bytes=1849 s2c-bytes=1809 sintf=xe-4/0/4 dintf=xe-4/0/5
May 20 13:03:41 000 vArmour va_syslog: [Chassis(vArmour):Device(4):VA_APP_ANET_RTLOG] sip=44.1.1.55 sport=35813 dip=44.1.1.54 dport=23 proto=6 c2s-pkts=0 s2c-pkts=0 sess-close-reason=policy-deny c2s-bytes=0 s2c-bytes=0 sintf=xe-4/0/5 dintf=xe-4/0/4


